Title,Genre_1,Genre_2,Genre_3,Num_Tracks,Avg_Valence,Avg_Danceability,Avg_Energy,Avg_Key,Avg_Loudness,Avg_Mode,Avg_Speechiness,Avg_Acousticness,Avg_Instrumentallness,Avg_Liveness,Avg_Tempo,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,Song,Artist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunset Beach,Drama,Romance,N/A,4,0.7495,0.62825,0.67675,5.25,-8.14975,1,0.04335,0.1159,0.00844425,0.08185,143.5485,We Belong ,Lowen & Navarro,The Tide Is High ,Blondie,Silence ,Delerium featuring Sarah McLachlan,All The Tea In China ,Katie Mac,Maria ,Blondie,Word Up ,Melanie G. aka. Melanie B.,Follow If You Lead ,Idina Menzel,I Will Not Lie ,Katie Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'Til There Was You,Romance,Comedy,N/A,5,0.4356,0.3694,0.34628,3.4,-11.3848,0.8,0.04728,0.7074,0.1732182,0.19988,126.389,Why Do Fools Fall in Love ,Frankie Lymon and the Teenagers ,One Big Happy Family ,Brock Walsh & The Walsh Family Singers,Don't Get Me Wrong ,The Pretenders ,The Great Pretender ,The Platters ,You Don't Know Me ,Van Morrison ,At Last ,Glenn Miller ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
...Aur Pyaar Ho Gaya,Comedy,Drama,Musical,6,0.795666667,0.713,0.617,4,-13.70483333,0.5,0.060116667,0.356383333,1.14E-05,0.167133333,112.3555,Ek Din Kahin ,Sonu Nigam ,Hum Se Rahoge ,Sonu Nigam ,Jagi Hui Fizayen ,Asha Bhosle and Udit Narayan ,Koi Jane Koi Na Jane ,Nusrat Fateh Ali Khan. Udit Narayan and Anuradha Paudwal ,Meri Sanson Mein ,Udit Narayan ,Sitara Aankhen ,Udit Narayan ,Thodasa Pagla ,Asha Bhosle ,Uttar Dakshin ,Sonu Nigam and Alka Yagnik ,Zindagi Jhoom Kar ,Nusrat Fateh Ali Khan ,Meri Sanson Mein (Sad) ,Udit Narayan and Alka Yagnik ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
...First Do No Harm,Drama,N/A,N/A,1,0.268,0.514,0.0677,7,-14.094,1,0.0448,0.917,6.20E-06,0.0789,113.365,Over the Rainbow ,Aretha Franklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Days to Life,Thriller,N/A,N/A,2,0.489,0.7555,0.683,8,-7.075,0,0.0387,0.0393,0.00826275,0.408,107.9975,Lonely ,Nana ,So Strung Out ,C-Block ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Eight Seven,Drama,Thriller,N/A,9,0.468744444,0.655222222,0.533888889,8.222222222,-11.954,0.444444444,0.077366667,0.289337778,0.312013167,0.149055556,121.3228889,Slack Hands ,Galliano ,Spying Glass ,Massive Attack ,Release Yo' Delf ,Method Man ,Karmacoma ,Massive Attack ,Flipside ,Everything But The Girl ,Deep Water ,D'Note ,Better Things ,Massive Attack ,Pregao ,Madredeus ,Raincry ,God Within ,Dub Plate Circles ,Undercover Agent ,It's Coming ,Grantby ,Baila Nena ,Banda Maguey ,Neither Sing ,Xavier Jamaux (as Bang Bang) ,Stem ,DJ Shadow ,Wilderness ,V-Love ,Mankind ,Jalal Nuriddin (as Jalal) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 Little Girls,Documentary,History,N/A,5,0.3832,0.4876,0.18666,4.8,-14.978,0.8,0.09104,0.732,0.174282448,0.36798,100.7096,Birmingham Sunday ,Joan Baez ,I'm So Happy I Could Cry ,Charles Brown & Johnny Moore's Three Blazers ,Untitled Blues ,Ernie Fields ,Mendacity ,Max Roach ,How I Got Over ,Mahalia Jackson,Alabama ,John Coltrane ,4 Little Girls ,Pantera Saint-Montaigne (uncredited) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 Heads in a Duffel Bag,Adventure,Comedy,Crime,2,0.6945,0.606,0.6095,7,-7.505,1,0.0421,0.61,9.30E-07,0.08875,130.3255,Do You Love Me ,The Contours ,La Virgen de la Macarena ,The Troubadours ,(I'd Rather Be Killing) Communist Babies ,Toxic Pets ,More of Everything ,Toxic Pets ,Aquellos Dos Que Se Amaban ,Eric Speier. Ismael Gallegos (as Ishmael Gallegas). Nestor Escobar. Efrain Andrade. Hector Castro ,Mr. Sandman ,The Chordettes ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976-WISH,Fantasy,Comedy,Romance,1,0.978,0.742,0.883,0,-3.419,1,0.0329,0.333,7.51E-06,0.0964,136.506,Material Girl ,Madonna,Do The Brinton ,Brinton Smith & The Michaelangelos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aar Ya Paar,Thriller,N/A,N/A,3,0.710666667,0.639,0.790666667,9,-10.454,0.333333333,0.065266667,0.180633333,1.75E-05,0.217666667,125.7326667,Dil Diya Pyar Kiya ,Asha Bhosle and Sudesh Bhonsle (as Sudesh Bhosle) ,Hulle Hulle ,Udit Narayan and Hema Sardesai ,Aar Ya Paar ,Asha Bhosle ,Mann Chahe Sanam ,Abhijeet and Sadhana Sargam ,Tamma Ele Tamma Ele ,Shankar Mahadevan ,Suna Hai Phool Kaliyon Se ,Kumar Sanu and Kavita Krishnamurthy ,Aar Ya Paar ,Jolly Mukherjee ,Jo Hoga Hone Do ,Babul Supriyo. Jolly Mukherjee. Nayan Rathod. Sanjay. Hema Sardesai. Sonali Bajpayee (as Sonali Vajpayee). Jaspinder Narula and Meera ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Action League Now!!: Rock-A-Big-Baby,Comedy,Short,Animation,1,0.902,0.654,0.929,1,-5.906,1,0.0998,0.0468,0,0.0539,144.774,Rock and Roll All Nite ,KISS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addicted to Love,Comedy,Romance,N/A,7,0.695285714,0.650285714,0.521142857,4.285714286,-11.863,0.714285714,0.055842857,0.412757143,0.202285714,0.152428571,125.0912857,Walk Away Renee ,The Left Banke ,Tukka Yoot's Riddim ,Us3 ,Aguas de março ,Cibo Matto ,Naked Eye ,Luscious Jackson ,Soukora ,Ali Farka Touré (as Ali Farka Toure) and Ry Cooder ,Victime de la mode ,M.C. Solaar ,Everybody Loves a Train ,Los Lobos ,Comme toujours ,Les Négresses Vertes (as Les Negresses Vertes) ,I'm Beginning to See the Light ,Ben Webster ,Só tinha de ser com você ,Elis Regina (as Elis) & Antonio Carlos Jobim (as Tom) ,Autumn Leaves ,Stéphane Grappelli,Zoom ,M.C. Solaar ,Nugget ,Cake ,Addicted to Love ,Neneh Cherry ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Address Unknown,Adventure,Family,Mystery,1,0.418,0.626,0.04,4,-19.994,1,0.0405,0.928,0.00178,0.11,117.136,Blue Eyes Crying in the Rain ,Willie Nelson ,Twist of Fate ,Final Touch,The Last Time We Said Good Night ,Charlie Lamont ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affliction,Drama,Mystery,Thriller,1,0.402,0.705,0.139,1,-11.514,1,0.0297,0.893,0,0.219,96.107,Open the Door to Your Heart ,Bonnie Guitar ,I Forgot More Than You'll Ever Know ,Skeeter Davis ,Peer Gynt Suite No. 1 (Death of Ase) ,Budapesti Filharmóniai Társaság Zenekara (as Budapest Philharmonic Orchestra) ,Proud To Be Loud ,Keel (uncredited) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afterglow,Comedy,Drama,Romance,3,0.259833333,0.278,0.397333333,5,-9.242,0.666666667,0.038866667,0.599666667,0.155673857,0.1661,118.446,Somewhere ,Tom Waits ,Non Credere ,Fausto Leali ,Et Maintenant ,Gilbert Bécaud ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Bud,Comedy,Drama,Family,2,0.4495,0.5975,0.6505,7.5,-7.7355,0.5,0.04165,0.1756,1.31E-05,0.12105,149.4135,O Holy Night ,St. John's Episcopal Choir Donald Pearson. Conductor ,O Holy Night ,Mariah Carey,Get Ready For This ,2 Unlimited ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An Alan Smithee Film: Burn Hollywood Burn,Comedy,N/A,N/A,15,0.6034,0.575866667,0.685933333,5.133333333,-9.493666667,0.8,0.079993333,0.253771333,0.035831445,0.22788,121.1118,Holly Should ,Steve Nelson,La. La Land ,Ron Rogers ,I Wanna Be Mike Ovitz ,Magic Kingdom,Mr. Insincere ,Frank Howson,Money ,Indigo,King of the World ,Nancy Montgomery,Goin' to Malibu ,The Malibooz ,Stop & Smell the Roses ,Turtle Grove,Heldelberg Swing ,The Sin Eaters ,Virtual Sex ,I.N.R.I. ,With It ,Kyle Jason & Hardgroove's Flying Circus ,I'd Rather Be a Porn Star ,Brilliant Sins ,Who's the Man? ,T-Bone,Fill Me with Your Love ,Jay Conner ,Get Gone ,Jeremy Baka,Condoms for Christmas ,Milo Bobbins and the Budget Boys ,Baby Doll ,Bobby Skel ,Alleluia ,The Malibooz ,Doxology/Amen ,The Malibooz ,Burn. Hollywood. Burn ,Public Enemy ,Dance. C'mon. Dance ,Joel Diamond Galaxy,Amazing Grace ,Jeremy Baka,Uh-oh ,Bonnie & Clyde ,Ride Til I Die ,John Lee Hooker ,Sunshine All the Time ,Jeffrey Foskett ,Brother's Gonna Work It Out ,Public Enemy ,Go. Go. Mario ,Jeffrey Foskett ,Fight the Power ,Public Enemy ,Can't Truss It ,Public Enemy ,I Ain't Taking No Shorts ,Silkk the Shocker ,Djembe Dance ,Stephen Edwards (as Steve Edwards) ,Seamy Side of L.A. ,Richard Green and Club Zigzag ,Itsy Bitsy Spider ,Eleni Mandell,Synthetic World ,Swamp Dogg (as Swamp Dog) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Over Me,Crime,Drama,Romance,7,0.347285714,0.386,0.668571429,8.428571429,-7.186428571,0.571428571,0.048228571,0.143536571,0.176588314,0.197442857,143.1147143,Hello ,Babes In Toyland ,Jackie Blue ,The Ozark Mountain Daredevils (as Ozark Mountain Daredevils) ,I Wanna Be Your Joey Ramone ,Sleater-Kinney (as Sleater Kinney) ,6 a.m. Jullander Shere ,Cornershop ,Teenage Lust ,The Jesus & Mary Chain (as The Jesus and Mary Chain) ,Dragon Lady ,The Geraldine Fibbers ,Squeezebox Day ,The Murmurs ,Hole in the Ground ,Helium ,Pissing in the River ,Patti Smith Group (as The Patti Smith Group) ,Dimming Soul ,Michelle Malone & Band de Soleil ,An Awful Mess ,the Softies ,Superglider ,Drugstore ,Empty Glasses ,The Amps ,Descent ,Jeffrey Cain Thompson. Cedric Lemoyne. Cinjun Tate. Gregory Slay and Shelby Tate as Remy Zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glitter,Drama,Music,Romance,20,0.609775,0.69595,0.62455,6.8,-9.08025,0.65,0.086555,0.26534405,0.01719397,0.160395,113.85925,Twister ,Mariah Carey,Babe We're Gonna Love Tonight ,Lime ,Heart Of Glass ,Blondie ,Freaks Come Out At Night ,Whodini ,If We ,Mariah Carey featuring Ja Rule and Nate Dogg ,All My Life ,Mariah Carey ,Last Night A DJ Saved My Life ,Indeep ,Body Music ,The Strikers ,Dance Floor ,Zapp ,Funkin' For Jamaica ,Tom Browne ,Fireworks ,L.D.S.,The Message ,Grandmaster Flash & The Furious Five ,I Didn't Mean To Turn You On ,Mariah Carey ,Relax ,Frankie Goes to Hollywood ,You Are In My System ,The System ,Moments In Love ,The Art of Noise ,So Fine ,Howard Johnson ,Lead The Way ,Mariah Carey ,Loverboy ,Cameo ,I Know ,Padma Lakshmi. Maria Montreano and Trey Lorenz,Tell Me If You Still Care ,The S.O.S. Band ,We Could Have Been ,Eric Benét ,All I Do ,Stevie Wonder ,Want You ,Mariah Carey and Eric Benét ,Never Too Far ,Mariah Carey ,Last Night A DJ Saved My Life ,Mariah Carey featuring Fabolous and Busta Rhymes ,Reflections (Care Enough) ,Mariah Carey ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
